&etc
biblische
biedermann
biekorf
bielefeld
bigge
biggesee
bijdragen
bijnan
bijouterie
bijñāna
bilanz
bilbao
bild
bilder
bilderkalender
bildnerische
bildung
bilychnis
biochimica
biographische
biographisches
biology
biophysica
birnbacher
bizarre
black
blanc
blanche
blanco
blaubuch
blauen
blind
blindman
blättchen
blätter
bocholt
bocsátja
bodenordnung
bodenseekreises
boek
bogoslovlje
bogoslovski
bogotá
bohrpunkt
boletín
bollettino
bologna
bonn
book
books
bor'ba
borsa
botanical
botanik
botanische
bote
bow's
brad
bradford
brand
braunschweiger
braunschweigische
braunschweigischer
braunschweigisches
breeders
breisgau
bremen
bremer
brennessel
brennessel-magazin
brescia
breslau
bridge
briefe
briefen
bristol
britain
britannique
british
broederschap
broom
bruant
bruderhilfe
brunnquell
brázda
brücke
brühl
brühler
brünn
brünner
brüssel
bsgi
buch
buchhandel
bucureştiului
buda
budapest
buenos
buiten
bukarest
bukkyō
buletini
bulletin
bullettino
bumbacher
bundes
bundesamtes
bundesbrief
bundmagazin
burghausen
business
busy
butt
byloe
byzantinische
böhmisch-leipa
börsenblatt
bücher
bücherei
bücherfreunde
bündner
bürgergesellschaft
bürgerschützen
bāṃlā
bălgarski
c'nobis
cabinet
caffè
cahier
cahiers
calauza
calcutta
caliban
calif
caltanissetta
cambio
cambridge
campo
canada
canadian
canaria
candido
capital
caras
caretas
carinthia
carlsruher
carroccio
carte
casa
caso
casopis
cassell's
casselsche
casteller
catalog
caucasian
causa
cayer
censor
centamil
central
centralblatt
centrali
centru
century
cercetari
cercle
ceskoslovenská
ceskoslovenské
cetera
chakigatʹ
charities
charity
charivari
charley
charlottengrad
charrons
chasseur
checkbook
checklist
chemarea
chemical
chemie
chemiker
chemiker-zeitung
chemisch-technischen
chemische
chemischen
chemisches
chemisten
chemistry
chemnitz
chicago
chicagoan
chiesa
childhood
children
chile
chimica
chimie
china
chinesisch-deutsche
chiron
chirurgie
chozjajstvo
christenthum
christenthume
christenthumes
christenthums
christi
christkatholischer
christliche
chronicle
chronique
chronist
church
churfürstlich
ciencia
ciencias
cimento
circle
citalište
citoyen
city
civilisations
civiltà
civis
civitas
clackson
clarté
class
classes
closter-bergische
coburger
code
codices
coenobium
coimbra
cojo
collectaneen-blatt
collections
collector
colonies
columbia
comic
comicforschung
comiczeitschrift
comme
commençant
commercial
commerciali
commercium
commission
commons
companion
comparative
complet
complete
compte
compte-rendu
comuni
concernant
concilium
concordia
conflits
confused
conjugale
connoisseur
conservateur
conservatório
constitutionell-politische
consumers
contemporaine
contemporains
contemporary
contributors
conversationsblatt
coronati
correspondenz-blatt
correspondenzblatt
corsaren
corse
coruche
costa
cotta's
country
countryman
courrier
cours
court
courts
covent
covent-garden
craftsman
craiova
criminelle
criminologie
crisis
cristiana
criterion
criticism
critique
critèrion
crystallographica
crítico
cuba
cubana
cultur
cultura
cultural
cultures
culturǎ
curentul
curieuses
curtis's
cv-mitteilungen
cvety
czech
cze̜stochowska
czuj-duch
cîntarea
cöthen
d'allemagne
d'alsace
d'anthropologie
d'archéologie
d'art
d'histoire
d'horlogerie
d'information
d'italia
d'or
d'outre-mer
d'économie
d'égypte
d'épigraphie
d-mark
dabro-bosanski
dachauer
daedalus
dageraad
daisuki
dampfboot
dance
danoise
danse
danziger
daruntahinaus
darülfünun
darülfünunu
datum
dazed
ddv
debatte
debow's
defoe's
degli
delbrück
delfin
dell'aqua
dell'arte
dell'ingegnere-architetto
della
delle
delo
democracy
democrazia
deniz
denken
denkmalpflege
denkwürdigkeiten
deputazione
deputazioni
dergisi
dermatology
design
designed
deutsch
deutsch-französische
deutsch-hellas
deutsche
deutschen
deutscher
deutsches
deutschland
deutschland-archiv
deutschland-magazin
deutschlands
deutschlehrer
deutschunterricht
deux
deux-roués
deuxième
development
devrim
dhünn
dialettale
diana
dianshizhai
dianshizhai-huabao
diario
dichtung
dieciséis
dienenden
dienliche
dietbrand
difesa
digest
digraphe
dilucideque
dinge
diogène
diplomatic
diplomatique
discret
diskursi
diskussion
disney's
displayed
disteli-kalender
dithmarschen
dithmarschen
dituria
diturija
diálogos
diözesan-archiv
dlja
documentation
documenti
doklady
dokumentationsstelle
dolní
dolphin
domenica
dometi
donanma
donau
donauland
donaustrudl
donna
doopsgezind
doopsgezinde
doopsgezinden
dordrecht
dorfener
dorflinde
dortmunds
dossiers
drama
drapeau
dresden
dresdener
drevnej
drita
droit
droits
drum
drumherum
društveni
drzavnog
duitsche
dunkerque
dunkerquoise
durchs
décade
décoration
découverte
défense
défenseur
démocrite
dépendent
dülmener
dünya
düsseldorf
düsseldorfer
dělach
e.v
earth
eaux
eaux
ebony
ebro
ecclésiastique
echo
economic
economica
economics
edinburgh
edlen
education
educazione
eenige
efemérides
eggegebirgsbote
ehemaligen
ehemaliger
ehemals
eichsfelder
eifel
eifelland
eifelvereinsblatt
einfältiger
eingerichteter
einschließlich
einst
eisen
eisenbahn
eisenbahn-journal
eisenbahningenieur
eisenbahningenieure
eisenbahnwesen
eisengau
ejército
ejército:
ekinci
ekinji
eksport
ekspres
ekspres-magazyn
ekāḍemī
elektrische
elektrohändler
elektronik
elektrotechnik
elisabeth
elsener
elsevier's
elsässische
eltern
emigre
empolese
enciclopediche
encounter
encyclopädische
encyclopédique
enfance
engine
english
ennepetaler
entertainment
enthält
eparchial'nye
eparchialʹnye
eparchialʹnyja
ephemeriden
ephemerides
ephemeridum
ephemeris
ephémérides
epigraphy
epochē
erbauung
erbe
erdgas
erdkunde
erdélyi
erdöl
erfahrungen
erfahrungsseelenkunde
erfdeel
erforschung
erforschungen
erftland
erkenntnis
erlangen
erlanger
erlangische
erleben
erläuterungen
ernsthaffte
ernsthaffter
ernsthafte
erudita
erzbistum
erzgbirgskreis
erzgebirge
erzgebirgische
erzieher
erziehung
erziehungsschule
eschborn
eschenbach
eselsohr
española
esperantist
espetáculo
espiral
espresso
essener
esthétique
estudios
etappe
etats-unis
etc…
ethnie
ethnographic
ethnologica
ethnologie
etliche
etnologji
etrennes
etude
etudes
eulenspiegel
euregio
europa
europe
european
europische
europäer
europäische
européen
evangelisch-lutherisches
evangelische
evangelischen
evrejskaja
exakte
exchange
exempeln
exhibitor
experimental
exponitur
export
expressum
exspres
extrait
extrême
eyes
ežeměsjačnyja
fabbri
fachstellen-info
fahrrad
fahrt
fakültesi
fakültesi
falter
familiale
familias
familien-kalender
familienarchiv
familiengeschichtliche
familienkunde
familles
family
farnkraut
fatout
fauna
faunistische
feinmechanik
feministische
femminile
fernando
fernseh-informationen
fernsehen
fernsehtechnik
fiamma
fichtelgebirge
fichtelgebirgsbote
film
filologiceskie
filologjike
filosofia
filosofická
filosofii
financial
finanz-zeitung
finanztest
fine
finissant
finsk
fiorentino
fisica
flama
flamme
flammenzeichen
fleuron
flimmo
flora
florenz
flower
flur
focus
folio
folklor
folklore
food
forbes
forces
foreign
forgerons
forschung
forschungen
forschungsgruppe
forsten
fortgesetzte
fortschritte
fortune
forum
fout
frag
fragen
framåt
france
francia
francisco
franco-américaines
franc̜aise
franken
frankenbund
frankenbundes
frankenland
frankenwald
frankfurt
frankfurter
franko
frankreich
français
française
françaises
françois
frauen
frauenblatt
frauenheilkunde
frauenkrankheiten
frauenstimme
frauenwelt
frauenzeitung
frauenzeitung:
fredeburger
frederick
freeman
freethinker
frei
freiburg
freiburger
freidenker-almanach
freie
freiheit
freimüthige
freimütige
freistaat
fretter
freudenberg
freunde
freundschafts-banner
freymaurer
fribourgeoises
friend
frigidaire
frischer
fritz
front
frontier
frontiers
frusta
fränkische
fränkischen
fränkischer
fuldaer
fundberichte
fundão
funken
funkenflug
funkschau
funktechnik
futurismus
futuriste
fähnlein
fédération
físicas
führerbriefe
führungspraxis
fürnemlich
fürsorge
fürstenthum
füzetek
g'rode
galante
gallerie
gallo
galvanismus
garde
garden
gardens
garhwali
gartenlaube
gas
gasbeleuchtung
gastronomie
gastronomie-report
gaue
gaues
gauheria
gaz
gazeta
gazetta
gazette
gazzetta
gazzettino
gaḏhāvāli
gebiet
gebiete
gebildete
gebräuche
geburtshilfe
geburtskunde
gedachte
gedancken
gedanke
gedanken
gedenkboek
gedichte
geest
gefiederte
gegenständen
gegenwart
gegenwartsliteratur
geheimrat
gehirn
geist
geistes
geistesgeschichte
geisteswiss
geisteswiss.,hannover
geisteswissenschaft
geistige
geldrischer
gelegene
gelehrte
gelehrten
gemeenten
gemeinden
gemeinnützige
gemeinnützigen
gemeinsam
gemeinsame
genderstudies
general
generation
genf
genius
genootschap
genossin
gente
gentleman
gentleman's
genua
genève
geografica
geografie
geographic
geographical
geographie
geographische
geographischer
geographisches
geography
geologische
gerbergasse
gereformeerd
gerión
german
germanen-erbe
germania
germanien
germanisch-slavischen
germanistische
germano-slavische
germano-slawische
germanoslavica
gesammelte
gesammtgebiete
gesammtvereines
gesammtvereins
gesamte
gesamten
gesamtvereins
geschichte
geschichten
geschichts
geschichtsblätter
geschichtsforschung
geschichtsverein
geschichtsvereins
geschichtswissenschaft
geschiedenis
geschlecht
geschlechterkunde
gesellschaft
gesellschaftlichen
gesellschafts-biologie
gesellschafts-hygiene
gesellschafts-spiegel
gesellschaftsbiologie
gesellschaftshygiene
gesellschaftsspiegel
gesellschaftswissenschaftliche
gesetzgebung
gestalten
gestaltung
gestern
gesundheit
gesundheitsführung
gesundheitspflege
gewerbe
gewinn
geïllustreerd
giornale
girl's
girozentralen
gjurmime
glas
glasnik
glaube
glaubensgeschichte
gleaner
gleichheit
globo
glocke
glogau
glorieuses
glottologico
gnothi
gnädigst
godesberg
godesberger
godišnjak
goetheanum
goldene
golos
gottes
gotteshilfe
gottesverehrung
grafik
grafika
grafschaft
grammata
gramophone
gran
granada
grand
graphic
graphis
great
grecque
greiz
greizer
grenzgebiete
grenzmarken
grevenbrück
griechen
grifo
grkg
grmf
groser
group
groß-alischer
grundlagen
grundlagenstud
grundlagenstudien
grundlegung
grundrisse
grunt
gráfico
größte
guadeloupéen
guben
gubener
gucky
guerre
guerres
guide
guides
gutenberg
gutenberg-jahrbuch
gynecology
gynäkologie
gyüjtemény
gândirea
gäck
générale
görres-gesellschaft
göttingisches
gütersloh
gütersloher
głos
haag
haagse
haar
hafta
hafte
hagen
haifa
haldern
hallertauer
hallische
hallischen
halte
hamburg
hamburger
hamburgisches
hamer
handbuch
handel
handels
handelskammer
hannover
hannoversches
hanoi
hansa
happy
harb
harbin
harbours
hardanger
hare
harke
harmsworth
harp
harper's
harran
harvard
hauptgutachten
haupts
hauptstelle
hausblätter
hausbuch
hausfreund
hauskalender
hausschatz
hausvater
hawens
hayat
haßberge
heatwave
hebdo
hebel's
hebelkalender
hebels
heel
hefte
heide
heidelberg
heimat
heimat-chronik
heimatblatt
heimatblätter
heimatbogen
heimatbote
heimatbrief
heimatbriefe
heimatbundes
heimatforschung
heimatfreund
heimatgeschichte
heimatgeschichten
heimatglocken
heimatheft
heimathefte
heimatjahrbuch
heimatkalender
heimatkreis
heimatkreises
heimatkunde
heimatkundliche
heimatland
heimatlichen
heimatlicher
heimatpflege
heimatschutz
heimatspiegel
heimatstimmen
heimatvereins
heimatzeitschrift
heimgarten
heimische
heimwerker
heinsberger
hellados
hellas
hellenic
hellenike
hellēnismos
helvetica
helvétiennes
helvétique
helytörténetírás
henneberger
hennebergisch-fränkischen
heredity
hermes
herrlichkeit
herrn
herzebrock
herzoglich
herzoglichen
herzogtums
herë
hifi
high
hilfe
hindustānī
hinz
histoire
historia
historiae
historian
historical
historicka
historický
historico
historie
historii
historike
historique
historiques
historische
historischen
historischer
historisches
historisk
history
historyczne
hobby
hobby-magazin
hochsauerlandkreis
hochschule
hochschulen
hochschullehrerzeitung
hohe
hohenleuben-reichenfels
hohenlimburg
hohenlimburger
hohenstein
hola
hollabrunn
hollerdauer
homecomputer
homecomputer-zeitschr
homme
homosexuelle
honar
honar-o-mardom
honnef
hopfen-rundschau
horizont
horizonte
hrišćanska
hua-i-hsüeh-chih
hua-pao
huabao
huayi-xuezhi
hugenotten-vereins
huguenot
human
humanist
humanistyczny
humanity
humankybernetik
humanwissenschaften
hunar
hunderteinunddreißiger-hochschullehrer
hungarian
husum
huszadik
hydra
hydra's
hydra-nachtexpress
häqiqät
häuslicher
híradó
höchst
hölderlin
hüttenmännische
hüttenmännisches
hēmerologion
hǝqiqǝt
ẖägigät
ibérica
ichnusa
idea
ideat
idee
idjtihad
iduna
ignis
ihk-magazin
ihk-zeitung
illustrata
illustrated
illustrierte
illustrierter
illustrirter
illustré
illustrée
ilustración
ilustrada
ilustrado
ilāhīyāt
imago
imam
immanuila
immobilien-zeitung
impressi
imprint
imprints
incrementum
indian
indias
indigent
indisch
indo-chinoise
indochinoise
indrumatorul
industrial
industrie
industriel
informatik-berichte
informationen
informations
informationspapier
informationszentrum
informationszentrums
informativne
informaţia
inglaterra
inhaltes
inhalts
initial
initiation
inland
inn
innen-dekoration
innenarchitektur
innendekoration
innere
inneres
inquiry
insbesondere
institutional
instituts
institutum
instruction
integrationszeitschrift
intelligenz-blat
intelligenz-blätter
intelligenzblatt
interessanten
interesting
internacional
international
internationale
internationalen
internationales
internazionale
interrogations
intersignes
interview
inventions
inversions
investigador
investigative
ireland
iserlohn
isis
isla
islam
islame
israélites
isselhorst
isselhorster
istanbul
istituti
istorice
istoriceskij
istorii
istorija
istorije
istoričeski
istoričeskij
istorycnyj
istoryčnyj
istočnik
istraživanja
italia
italiana
italiano
italien
iuris
ivan
ivris
iwano-frankiwsk
iz3w
izvestija
iǧtihād
i̇lahiyat
i̇lahiyat
i̇rşad
i̇çtihad
i̇çtihat
j.p
jaarboeken
jaarboeken-stuart
jaarboekje
jacob
jacobite's
jacobites
jadranski
jagd
jahrbuch
jahrbücher
jahresbericht
jahresheft
jahreshefte
jahresschrift
jahrhundert
jahrhunderts
jahrkreis
jakob
jamaica
jan-wellem-heimatblätter
jena
jenaische
jerusalem
jerónimo
jeta
jeune
jewelry
jewish
jezik
je̜zykowy
johannesburg
jornal
josé
journal
journal-manuel
journalism
journaliste
joyeria
jubel-kalender
jude
judentums
jugend
jugoslavenske
julia
jung-metten
junge
junger
jungmänner
jungvolk
jura
juridique
justus
južni
jüdische
jülich
k.k
kahlgrund
kaiserl.-königl
kalendar
kalender
kalendár
kalkutta
kameraden
kammer
kanonistische
kant-studien
kanta
kantovskij
kantstudien
karl-marx-stadt
karlsruher
karpfenpfeifer
kastanien
katechet
katholiken
katholischer
katorga
kattowitz
kavkaz
kavkazskie
kemaliste
kerknieuws
kerpener
ketãb-e
kfz-betrieb
kickenberg
kieler
kiepenkerl
kievskaja
kiew
kinderliteratur
kirche
kirchen
kirchengeschichte
kirchenrecht
kirchspiel
kirjallistaiteellinen
kirk
kitzingen
kitãb-i
klassov
klattau
kleiderkasten
kleindenkmalforschung
klepzigs
kleve
klever
klinge
kloster-bergische
knez
knižici
književni
književnost
knowledge
kodikas
kohle
koledar
kollectaneen-blatt
kollektaneen-blatt
kollektaneenblatt
kolonie
komet
komitees
kommenden
kommissii
kommunale
kommunalwirtschaft
kongress
kongreß
koningrijk
koninklijk
konkiriumu
konservative
konst
konstanz
konstanze
konstruktion
konsument
kopenhagen
korps
korrespondenzblatt
korrespondenzbriefe
kosova
kosovës
kraftfahrzeug-betrieb
kraftfahrzeugbetrieb
krahinës
kraj
krajeznavecʹ
krajeznavstvo
krankenhaus-zeitung
krankenhausumschau
krankenpflege-zeitschrift
krankenpflegezeitschrift
kreatur
krefeld
kreis
kreises
kreislande
kreismuseums
krems
kriegsfreiwilligen
kriminalbiologie
kriminalpsychologie
krise
kristall
kritik
kritiken
kritiko
kritisches
kritisk
kronach
kronika
krune
krüppel-zeitung
kuckuck
kugel
kulinarische
kulinarischer
kultur
kultura
kulturbeziehungen
kulturgemeinschaft
kulturgeschichte
kulturkämpfer
kulturphilosophie
kulturspiegel
kulturwissenschaft
kultuur
kultuurgemeenschap
kunde
kunst
kunstgewerbliche
kunzt
kurfürstlich-badenscher
kurfürstlich-badischer
kurfürstlichen
kurtrierisches
kuvendi
kuvvetleri
kuźnica
kybern
kybernetik
kypros
kärntner
köln
kölner
königlich
königreich
köthen
közgazdasági
közigazgatási
közlemények
közre
kłosy
kōdikas
kṛttibāsa
l'air
l'amitié
l'an
l'anneau
l'anthropologie
l'arc
l'architecture
l'art
l'aspasie
l'assiette
l'association
l'eglise
l'esprit
l'europe
l'hebdo
l'histoire
l'homme
l'immagine
l'industria
l'industrie
l'institut
l'université
l'urbain
l'émulation
l'étranger
l'œil
labor
laboratory
labour
lachen
ladder
ladies
ladyś
lamalif
lancelot
land
lande
landen
landes
landesanstalt
landesbanken
landesbauernschaft
landesgeschichte
landesgruppe
landeskunde
landespflege
landkalender
landkreis
landkreises
landscapes
landschaft
landschaftspflege
landwirthschaftlicher
landwirthschaftskalender
landwirtschaftlichen
landwirtschafts-kalender
langage
langenberg
langenwolschendorf
language
langue
langues
lanterne
laographike
larnaka
lastauto
latina
lauenburgische
lausanne
lausitzbotin
lautertaler
lazar
leader
leaflet
lean's
leben
lebenden
lebensraum
lech-isar-land
lecture
lectures
ledger
leeraren
leesmuseum
lehranstalt
lehrer-zeitung
lehrgangsteilnehmer
leia
leiden
leinfelden-echterdingen
leipzig
leistung
lembeck
lemberg
lend
lenne
leoben
leonardo
leseblätter
lesebogen
lesebuch
letopis
letopisi
letopisʹ
letras
letteraria
letterarie
letterati
letteratura
lettere
lettres
letztes
leviathan
libellula
liber
liberale
libertaire
liberty
libra
librairie
library
libres
liburni
licht
lichtung
lidia
lidová
liebig's
liebigs
life
lignes
lindenblätter
lingische
lingua
linguistic
linguistique
lingva
links
lintorf
lippe
lippischen
lippstadt
lippstädter
lisa
lisboa
lissabon
lissān
list
listy
lisān
literary
literatisch-landeskundlicher
literatur
literatur-zeitung
literatura
literature
literaturno-naukovyj
literaturnoe
literaturoznavstvo
literaturstraße
literaturwissenschaft
literatury
literaturzeitung
literazzia
litterarium
litteratur
litteratur-zeitung
litteraturzeitung
littoral
littéraire
littéraires
littérature
liturgiewissenschaft
living
livorno
ljubljanski
llumanera
loburg
loburger
lockwood
lodz
logos
lokalanzeiger
lombarda
london
look
lorrain
losangeles
louis
lounger
lovanienses
lovaniensium
lovec
lucasfilm
ludowa
luftwaffe
lumière
lustige
lustiger
lutte
luča
lyceum
lyon
länder
lärda
légale
löbf-mitteilungen
lüdenscheid
lām-alif
m+f-journal
maandblad
maandschrift
maas-rhein
maassluis
macchine
macclure's
maclean's
madrid
madschmu'asy
magasins
magazin
magazine
magazine:
magazyn
magyar
mailand
mainfranken
mainleite
mainz
major
makedonski
making
makro
makro-scoop
mall
man's
management
management-praxis
mannheim
mannus
manuscripti
manār
marc
marc'aurelio
marché
mardom
mardum
mare
marianos
marienberg
marina
mark
market
marketing
markgrafschaft
markscheidewesen
markt
marställe
marte
maschinenindustrie
maschinenmarkt
massachusetts
masses
match
matemáticas
mateo
materialien
materiaux
materien
math
mathematik
mathematisch-physikalische
mathematische
mathematischen
mathematisierung
mathématiques
matice
matrix
maus
maǧallat
mcclure's
md
mechanik
mecmua
mecmuasi
mecmuası
medicae
medievale
medijska
medley
megalēs
megm¯ua
meiji
meininger
meinungen
melange
melbourne
melissa
memoralist
memoria
memorie
menlo
menschenrecht
mensile
mensuel
mensuelle
mercantil
mercure
mercurius
merian
meridionali
merkur
messaggero
metalcostruttori
metall
metallarbetaren
metallbauzeitung
metaphysische
meteorologické
mettmann
mevasser
mevaśśēr
mevkute-i
meǧmūʿa
meǧmūʿasī
miasta
michelin
michl
micky
micky-maus
micrologus
middelburg
midmonthly
miesie̜czniki
migrantinnen
migrazine.at
militair
militaire
militar
militare
militară
militärarzt
militärgeschichte
militärgeschichtliche
militärwissenschaftliche
militärzeitschrift
militärzeitung
milli
millî
milwaukee
minden-ravensberger
mindensche
mindisch-ravensberg-tecklenburg
mindische
minerva
ministerstva
minuvsego
minuvšago
mirror
misao
miscellanee
miscellany
mission
missionary
missions
missions-nachrichten
missionsblatt
missionskunde
missionsnachrichten
missionszeitschrift
miterleben
mitglieder
mitgliedermagazin
mitropolia
mitteilungen
mitteilungsblatt
mitteldeutsches
mittelfränkische
mittelstraße
mittelweg
mittheilung
mittheilungen
mittlerer
miög
moaning
modelleisenbahner
modellierung
modena
modenesi
modern
moderne
modernen
mogućnosti
monatliche
monatliches
monats-gespräche
monatsblatt
monatsblätter
monatsbulletin
monatsgespräche
monatshefte
monatsmagazin
monatsschrift
monatszeitschrift
monde
monde
mondes
mondiale
mondiales
mondo
monopolkommission
mont-blanc
montan-lehranstalten
montanarum
montanhistorischen
montanistischen
monthly
montjoie
montreal
montréal
monumenta
monuments
mor-slezská
morale
morales
moravsko-slezská
moravský
morgand
morgenblatt
morgenstern
morphologie
mosaik
mosaik-bilderzeitschrift
mosaik-comic-zeitschrift
moskau
moslem
motorrad
motorrad-markt
motorrad-mechaniker-handwerk
motorrad-zeitschrift
motortechnische
mouvement
moving
muaj
mundo
municipal
muqaṭṭam
muqtaṭaf
murithienne
muschelhaufen
museo
museum
museums
museumskunde
music
musici
musics
muslim
muslimane
muspilli
muspilly
muspylly
mussalman
mustaqbal
mustern
musée
muttland:
muzejního
mysl
mysteria
mädchenzeitung
mädel
mährische
märker
mécano
médicine
mélanges
mémoires
métaphysique
météorologique
mövelödési
mücken-almanach
mühldorf
mühldorfer
mühlhäuser
mühlrad
mülheim
münchen
münchner
münsterland
münzbelustigungen
müvelödés
naabgau
naamlijst
nab-burg
nabburger
nabij
nachbargebieten
nachbarn
nachbiblischen
nachlese
nachrichten
nachrichtenblatt
nachrichtendienst
nachtexpress
nacional
nafā'is
naj́erílla
naroden
narodnago
narodnogo
narodowej
nasledija
nasledstvo
nasza
nation
nation24.de
national
nationale
nationalmuseets
nationalsoziale
nationalsoziales
nationalsozialistische
nationalökonomie
natur
natura
natural
naturale
naturalis
naturdenkmalpflege
nature
naturhistorischen
naturkunde
naturphilosophie
naturschutz
naturschutzes
naturwissenschaftliche
naturwissenschaftlichen
naucnye
nauczyciela
nauka
nauki
naukovyj
naukowy
nautical
naučno-publikatorskij
naval
navarre
nazionale
naša
neapel
nebst
nedeljne
nederduitsch
nederland
nederland's
nederlanden
nederlands
nederlandsch
nederlandsch-duitsche
nederlandsche
nederlandschen
neerlandia
neftjanoe
negro
neimar
nekrolog
nemzetgazdasági
neo-scolastica
neon
nerv
neubau
neuburg
neuburger
neuchâtel
neuchâteloise
neudeutschen
neuenburg
neuer
neues
neueste
neuesten
neuigkeiten
neuland
neunzehnhundertneunundneunzig
neunzehnten
neuphilologische
neurotica
new
newfoundland
news
newsletter
newspapers
newsweek
nezavisimyj
niederbayerische
